"","X","ID_clean","ID_preclean","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle"
"312",311,237,250,"AC-26","B","AC-26B","2020-04-29","85",85,"-3",16.06001278,66.19911613,547733.1046,7342508.393,"07:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.012","0.103","36.247"
"314",313,233,246,"AC-24","B","AC-24B","2020-04-29","90",90,"-2",15.75089585,66.21837029,533788.2675,7344453.175,"10:17:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/23_2020-04-29_clip/S1A__IW___D_20200429T052933_VV_gamma0-rtc.tif","0.008","0.043","44.719"
"315",314,234,247,"AC-27","B","AC-27B","2020-05-01","240+",240,"-5",15.77325645,66.10627946,534948.6291,7331971.961,"05:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif","0.02","0.177","24.514"
"316",315,91,98,"AC-27","A","AC-27A","2020-05-01","240+",240,"-5",15.71649311,66.07877936,532418.2506,7328876.351,"05:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif","0.016","0.121","33.929"
"317",316,378,396,"AC-27","C","AC-27C","2020-05-01","240+",240,"-5",15.80351497,66.07257278,536364.3222,7328232.328,"05:02:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/21_2020-05-01_clip/S1A__IW___A_20200501T163117_VV_gamma0-rtc.tif","0.011","0.075","50.266"
"318",317,389,408,"AC-33","C","AC-33C","2021-03-10","75",75,"-20",16.08053297,66.03404496,548974.3517,7324126.804,"06:15:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif","0.016","0.102","33.758"
"319",318,245,258,"AC-32","B","AC-32B","2021-03-10","240+",240,"-15",15.96743701,66.06109946,543802.1738,7327058.39,"07:26:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif","0.009","0.071","39.839"
"320",319,246,259,"AC-33","B","AC-33B","2021-03-10","90",90,"-20",16.12502754,66.06502455,550928.8997,7327614.924,"06:15:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif","0.01","0.054","48.377"
"321",320,102,110,"AC-33","A","AC-33A","2021-03-10","50",50,"-20",16.03670724,66.06518167,546930.7414,7327563.494,"06:15:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/20_2021-03-10_clip/S1B__IW___A_20210310T162220_VV_gamma0-rtc.tif","0.017","0.109","35.098"
"323",322,247,260,"AC-41","B","AC-41B","2021-03-15","140",140,"-10",16.35196411,65.83569752,561751.7168,7302261.377,"05:54:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VV_gamma0-rtc.tif","0.008","0.058","42.562"
"325",324,390,409,"AC-41","C","AC-41C","2021-03-15","100",100,"-10",16.30759412,65.80478255,559797.0704,7298773.267,"05:54:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VV_gamma0-rtc.tif","0.006","0.047","42.488"
"327",326,103,111,"AC-41","A","AC-41A","2021-03-15","90",90,"-10",16.26443367,65.83598422,557753.5181,7302210.037,"05:54:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/19_2021-03-15_clip/S1B__IW___A_20210315T163023_VV_gamma0-rtc.tif","0.004","0.042","40.456"
"328",327,391,410,"AC-42","C","AC-42C","2021-03-16","90",90,"-10",15.68504701,65.89042994,531224.7772,7307867.528,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.016","0.081","35.599"
"329",328,392,411,"AC-31","C","AC-31C","2021-03-16","150",150,"-5",15.68346284,65.98772306,531034.4515,7318710.707,"12:58:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.017","0.083","31.219"
"330",329,249,262,"AC-31","B","AC-31B","2021-03-16","80",80,"-5",15.63274264,66.01705338,528698.4479,7321955.65,"12:58:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.006","0.05","34.038"
"331",330,104,112,"AC-42","A","AC-42A","2021-03-16","50",50,"-10",15.76098076,65.90840731,534661.4522,7309911.059,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.01","0.049","35.371"
"332",331,248,261,"AC-42","B","AC-42B","2021-03-16","85",85,"-10",15.76104404,65.87253495,534712.811,7305912.951,"08:15:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.021","0.083","32.154"
"333",332,105,113,"AC-31","A","AC-31A","2021-03-16","140",140,"-5",15.59576559,65.98449828,527055.8412,7318310.67,"12:58:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/17_2021-03-16_clip/S1A__IW___A_20210316T162309_VV_gamma0-rtc.tif","0.012","0.06","29.114"
"335",334,396,415,"AC-37","C","AC-37C","2021-03-18","25",25,"-10",15.89264784,65.90691896,540660.7363,7309824.185,"09:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VV_gamma0-rtc.tif","0.01","0.06","33.774"
"343",342,253,266,"AC-37","B","AC-37B","2021-03-18","30",30,"-10",15.93669383,65.93795328,542615.3144,7313312.254,"09:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VV_gamma0-rtc.tif","0.013","0.07","33.71"
"353",352,109,117,"AC-37","A","AC-37A","2021-03-18","70",70,"-10",15.84881121,65.9380027,538617.1852,7313260.876,"09:06:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/16_2021-03-18_clip/S1B__IW___D_20210318T053709_VV_gamma0-rtc.tif","0.005","0.036","35.249"
"358",357,254,267,"AC-35","B","AC-35B","2021-03-26","100",100,"-8",16.55437651,66.02318273,570477.9784,7323367.637,"05:22:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VV_gamma0-rtc.tif","0.007","0.046","39.61"
"360",359,255,268,"AC-36","B","AC-36B","2021-03-26","80",80,"-8",16.76838233,66.0304171,580156.6735,7324430.853,"06:32:00","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VV_gamma0-rtc.tif","0.004","0.029","39.163"
"362",361,397,416,"AC-35","C","AC-35C","2021-03-26","90",90,"-8",16.63015012,66.00485918,573966.1625,7321413.04,"05:22:30","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_layoverShadowMask.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_localIncidenceAngle.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VH_gamma0-rtc.tif","C:/Users/tryggvisi/Documents/my-awesome-masters-project/Data/Processed_granules/clipped_granules/13_2021-03-26_clip/S1A__IW___D_20210326T052149_VV_gamma0-rtc.tif","0.006","0.038","38.973"
